"","Pedigree.Unified","P1.IG","P1.Specie","P1.Type","P2.IG","P2.Specie","P2.Type","P3.IG","P3.Specie","P3.Type"
"ca050215a457","Pedigree.Unified.102",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"b031a867287a","Pedigree.Unified.102",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"af86320cd2b4","Pedigree.Unified.102",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"52ce673bcfa9","Pedigree.Unified.102",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"24886dfcb4e5","Pedigree.Unified.102",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"d3e315b6eb70","Pedigree.Unified.102",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"abc4d0f9cc5a","Pedigree.Unified.102",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"a0b4d4a75ab8","Pedigree.Unified.102",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"c09c59b1b728","Pedigree.Unified.101",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"015e837ea24a","Pedigree.Unified.101",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"b5a194e47cf9","Pedigree.Unified.101",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"87330d59e622","Pedigree.Unified.101",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"c8a9a8b183f0","Pedigree.Unified.101",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"6ac82e497356","Pedigree.Unified.101",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"225b04186479","Pedigree.Unified.101",142006,"Triticum turgidum subsp. durum","Unreleased breeder",NA,"","",NA,"",""
"236095cfa196","Pedigree.Unified.64",117912,"Aegilops vavilovii","Wild",NA,"","",NA,"",""
"690fbefb6c99","Pedigree.Unified.64",117912,"Aegilops vavilovii","Wild",NA,"","",NA,"",""
"f9c4b0e0b77a","Pedigree.Unified.64",117912,"Aegilops vavilovii","Wild",NA,"","",NA,"",""
"c9008e8a1e42","Pedigree.Unified.64",117912,"Aegilops vavilovii","Wild",NA,"","",NA,"",""
"49f48b3c139f","Pedigree.Unified.64",117912,"Aegilops vavilovii","Wild",NA,"","",NA,"",""
"0a815de4fc8d","Pedigree.Unified.10",140411,"Triticum aestivum subsp. aestivum","Cultivar",44965,"Triticum aestivum subsp. compactum","Landrace",NA,"",""
"cf39c150d252","Pedigree.Unified.166",143519,"Triticum turgidum subsp. durum","Unreleased breeder",46297,"Triticum turgidum subsp. dicoccoides","Wild",NA,"",""
"0f96424105f8","Pedigree.Unified.96",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ca2eeb6ece25","Pedigree.Unified.96",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"59a02a756719","Pedigree.Unified.96",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"26408ba9d180","Pedigree.Unified.96",45673,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"848a216e3e32","Pedigree.Unified.92",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"db0c50d914b4","Pedigree.Unified.92",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"55243d4b192b","Pedigree.Unified.92",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ef102da66c34","Pedigree.Unified.92",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"05929a350b4b","Pedigree.Unified.92",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c1ab37f6792c","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"e667a4c97818","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"9348e5f6adf5","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"3f699a434f11","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"aa8f0c2e90e1","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"70c956080b7d","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"6d7a190702e8","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"ba343fb44558","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"7d9c1ba421b1","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"5193c66efdb1","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"31cced4b5136","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"464e0f32a759","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"a4b80fae0cb1","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"8dd1d5e36948","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"d70342e499f3","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"1e41d4f83eff","Pedigree.Unified.45",45334,"Triticum turgidum subsp. dicoccon","Landrace",108768,"Triticum turgidum subsp. durum","Landrace",NA,"",""
"82c4b2dbbb8c","Pedigree.Unified.153",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"fed39e352356","Pedigree.Unified.147",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"568026f2eef4","Pedigree.Unified.147",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"cf8391f8d65a","Pedigree.Unified.147",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4c5de2c79cb6","Pedigree.Unified.147",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"efc89a86b1d1","Pedigree.Unified.147",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"409b98abbb0f","Pedigree.Unified.147",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"29f8cf616dd4","Pedigree.Unified.147",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"f62dc900e452","Pedigree.Unified.147",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"6b074b5f2cfa","Pedigree.Unified.147",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3f600add42c1","Pedigree.Unified.153",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"862686ac6bbe","Pedigree.Unified.153",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b015f5b1a00c","Pedigree.Unified.153",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d990cd726875","Pedigree.Unified.153",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"235b83f14188","Pedigree.Unified.153",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"add9c994b49e","Pedigree.Unified.153",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"6cb1e7539ce7","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"1a40ce30b517","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ac251d4cba5a","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3ff76c5a7a8b","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3feca68cfe6b","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"83376a5becd0","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"fd8f2ba4b813","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c5d61885e690","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"1e54e3b19d8e","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"e303b795e0f6","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"0b6ef330c97e","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d4a4c3f3f7c7","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"2c9129c2cfc3","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d8e7c4530220","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"f3478b7627e7","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"1ff2dbf0c7dc","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"e6eb93178c90","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ae184055bc84","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"7c1dcea4e50b","Pedigree.Unified.152",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"e7da8e43d1a8","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"81fe6d002acf","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"7545b64be45c","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"6735bc948f5a","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"76ce2d0e01b0","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b04edbf5f577","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"cd31a82ad3f2","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"dab8903c346e","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b5f0bf842750","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"35ac844f4f44","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a2816573854f","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"5253a42da450","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d761f325a8cc","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"1ec92885db59","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"54ede5ef4aea","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4bb31b83ccab","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c22fdf9fcca2","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"40fb73c35ae8","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"818a59a5ba84","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"8254edc151e6","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"dc0fbae880e0","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"778c46cb4b82","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"6020c74e3f8f","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"88b60de1b47a","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b848569dab7e","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3ea707ca7138","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"02bb00848d7d","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"f2075cf6180a","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"af50a1dc9f8e","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"9c14a6958b0c","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"6f2e157dcb6a","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4402e220bd0c","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c67544a7c065","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"9957bf5d22c6","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b45420fd1097","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"08fe52bca9cc","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"235169eab58e","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"767933e8653e","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"22600ca48c70","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"0fc5a216a094","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c7060c46a922","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"99c241fc3576","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"360e010b234f","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"58664bbd4884","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"31175e421273","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"76ccfd5d6229","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"645378d46815","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"416e25151a0e","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"fd582653cf52","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a16a12e50d01","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"621a49785302","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3226a0b24365","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"8d1ada4aa14e","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a22399480de5","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c3378f1b3b4e","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"08ed7949006b","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"6806dcc688d2","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"acbd4cbd3ada","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a1247b316ba1","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"1ae5004dc038","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"1ebae1773ced","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"cfc327d08308","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"1a19b08e0ce0","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"e63106cbc9a5","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"0b4fb1eb07da","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"8a0e7a26735a","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c643a053be7c","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"94f97a2164b3","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"50bd9d6e7a29","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"639637a33efd","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a887ab490584","Pedigree.Unified.162",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"18a282623c2e","Pedigree.Unified.155",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"e63838553094","Pedigree.Unified.155",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"6debc4e0217b","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"83f28c58f5c9","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a59d8ec453ba","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"8c430ae3711b","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ba5a61e8d6f7","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"becd84d209b7","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"1980c0b8e7ce","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"96e50363a30a","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3ddc8ebe5776","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"fc0bf0c4bfc0","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"536c971de0ef","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ff88db9a0e7a","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ac9e28cec835","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"50b6a88dbdc7","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4b76921ab640","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a7c36486cdb8","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"98fae69ab2c7","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"e905fee19c3e","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"204789e4f790","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3b2374707fe4","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"c15401603ca6","Pedigree.Unified.158",46528,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"561a494b9a1b","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"ccef4f837021","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"94d0ad04b5e6","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"b3bdf4f42971","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"54d2df8b08f9","Pedigree.Unified.163",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"97436bc076eb","Pedigree.Unified.161",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3575bdd51a8b","Pedigree.Unified.161",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"3dca802087a9","Pedigree.Unified.161",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"7fd8d50c6c91","Pedigree.Unified.161",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d77ca425f25d","Pedigree.Unified.161",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"80bab766e5cf","Pedigree.Unified.161",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4e35d2339706","Pedigree.Unified.161",46529,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"17608120428b","Pedigree.Unified.154",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"dda28ca745a4","Pedigree.Unified.154",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"9f9159278068","Pedigree.Unified.154",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"9bb2fc1630d6","Pedigree.Unified.154",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"494157b48aeb","Pedigree.Unified.156",46044,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"320f81665bc8","Pedigree.Unified.148",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"333b92766b4d","Pedigree.Unified.148",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"8bf1c583fa5d","Pedigree.Unified.148",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"893e259b06e5","Pedigree.Unified.148",46039,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"4747704010fa","Pedigree.Unified.146",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a1d9145fc663","Pedigree.Unified.146",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"a1561a23093b","Pedigree.Unified.146",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"29a5576e4473","Pedigree.Unified.146",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"6493c700558a","Pedigree.Unified.146",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"90cd11c56aae","Pedigree.Unified.146",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"8ac904723b32","Pedigree.Unified.146",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"422d9c6457cf","Pedigree.Unified.146",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"d37aae3142e9","Pedigree.Unified.145",140431,"Triticum turgidum subsp. dicoccoides","Wild",NA,"","",NA,"",""
"09a15a287680","Pedigree.Unified.107",NA,"","",NA,"","",NA,"",""
"5cffd1a49554","Pedigree.Unified.107",NA,"","",NA,"","",NA,"",""
"1f3b87444fa3","Pedigree.Unified.109",NA,"","",NA,"","",NA,"",""
"9a1947b09ce3","Pedigree.Unified.109",NA,"","",NA,"","",NA,"",""
"6d4fa4263ff9","Pedigree.Unified.109",NA,"","",NA,"","",NA,"",""
"64828c9d2336","Pedigree.Unified.108",NA,"","",NA,"","",NA,"",""
"c45d2c694535","Pedigree.Unified.108",NA,"","",NA,"","",NA,"",""
"1768a3033c2a","Pedigree.Unified.105",NA,"","",NA,"","",NA,"",""
"63c3e6467836","Pedigree.Unified.105",NA,"","",NA,"","",NA,"",""
"4f1e59d53195","Pedigree.Unified.105",NA,"","",NA,"","",NA,"",""
"44c219fa3be7","Pedigree.Unified.105",NA,"","",NA,"","",NA,"",""
"0024b87123a1","Pedigree.Unified.105",NA,"","",NA,"","",NA,"",""
"00194dbececa","Pedigree.Unified.105",NA,"","",NA,"","",NA,"",""
"d21b3849ca21","Pedigree.Unified.105",NA,"","",NA,"","",NA,"",""
"01eb66bdddbc","Pedigree.Unified.105",NA,"","",NA,"","",NA,"",""
"5c249d8ee396","Pedigree.Unified.97",46311,"Triticum turgidum subsp. dicoccoides","Wild",140368,"Triticum turgidum subsp. durum","Cultivar",NA,"",""
"2659e46bbcef","Pedigree.Unified.97",46311,"Triticum turgidum subsp. dicoccoides","Wild",140368,"Triticum turgidum subsp. durum","Cultivar",NA,"",""
"e47fb575d806","Pedigree.Unified.73",84995,"Triticum turgidum subsp. turgidum","Landrace",NA,"","",NA,"",""
